,"cln3-1","cln3-2","clb2-2","clb2-1","alpha0","alpha7","alpha14","alpha21","alpha28","alpha35","alpha42","alpha49","alpha56","alpha63","alpha70","alpha77","alpha84","alpha91","alpha98","alpha105","alpha112","alpha119","cdc15_10","cdc15_30","cdc15_50","cdc15_70","cdc15_80","cdc15_90","cdc15_100","cdc15_110","cdc15_120","cdc15_130","cdc15_140","cdc15_150","cdc15_160","cdc15_170","cdc15_180","cdc15_190","cdc15_200","cdc15_210","cdc15_220","cdc15_230","cdc15_240","cdc15_250","cdc15_270","cdc15_290","cdc28_0","cdc28_10","cdc28_20","cdc28_30","cdc28_40","cdc28_50","cdc28_60","cdc28_70","cdc28_80","cdc28_90","cdc28_100","cdc28_110","cdc28_120","cdc28_130","cdc28_140","cdc28_150","cdc28_160","elu0","elu30","elu60","elu90","elu120","elu150","elu180","elu210","elu240","elu270","elu300","elu330","elu360","elu390"
"YDL094C",0.56,-0.45,-0.27,-0.04,-0.21,-0.5,0.17,,0.6,0.07,0.44,-0.45,-0.11,0.07,-0.17,0.12,0.29,0.02,0.07,-0.19,-0.13,-0.11,0.29,0.39,0.81,0.31,0.29,-0.11,-0.87,-0.39,-0.25,-0.09,-0.16,0.15,0.49,0.15,,-0.11,0.25,-0.04,-0.14,,-0.09,-0.16,-0.39,-0.33,0.63,0.09,0.14,0.66,0.49,0.14,-0.34,-0.28,0.22,0.09,0.42,0.46,0.09,-1.4,-0.34,-0.11,-0.96,-0.82,-0.41,-0.11,-0.53,0.07,0.1,0.09,0.45,0.4,0.36,0.29,0.12,-0.21,0.22
"YDL095W",1.22,1.69,-0.54,-0.27,-0.29,-0.66,-0.09,0.07,0.57,0.3,0.53,-0.18,-0.07,-0.37,-0.23,0.16,0.3,0.23,0.24,0.14,-0.35,-0.31,0.26,-0.03,0.39,0.48,0.37,-0.54,-0.29,-0.26,-0.26,0.24,0.11,0.53,-0.29,0.54,-1.13,0.13,0.11,-0.05,0.54,-0.38,-0.35,0,0,-0.1,-0.02,-0.31,0.29,0.42,0.2,-0.19,-0.21,-0.37,-0.3,0.17,0.36,0.44,0.16,,0.02,-0.19,-0.47,-0.92,-0.28,-0.41,-0.41,-0.02,0.29,0.64,0.32,0.29,0.13,0.31,0.43,-0.3,-0.05
"YDL096C",0.92,1.26,-0.47,0.15,-0.26,-0.77,0,0.04,0.63,0.35,0.44,-0.24,-0.24,-0.08,-0.12,0.23,0.27,0.05,0.07,0.17,-0.3,-0.24,0.33,0.01,0.37,0.43,0.37,-0.02,-0.71,-0.41,-0.19,0.06,0.54,0.37,0.64,0.35,-0.28,-0.05,0.37,-0.19,0.06,-0.99,-0.31,-0.16,-0.25,-0.31,0.4,-0.28,0.53,0.72,-0.16,-0.12,-0.94,-0.01,0.06,,0.74,1.1,1.18,-0.28,-1.63,-0.74,-0.57,-1.3,-0.46,-0.5,-0.66,0.13,0.15,0.11,0.7,0.48,0.56,0.18,0.33,-0.02,0.29
"YDL097C",-0.34,0.83,-0.01,0.24,0.22,-0.03,0.17,0.04,0.09,-0.18,0.09,-0.05,0.27,-0.08,0.18,0.15,0.06,-0.15,-0.25,-0.17,-0.25,-0.12,-0.04,0,0.02,-0.17,-0.68,-0.62,-0.62,0,-0.56,0.57,-0.34,0.38,-1.22,0.32,-1.71,0.51,-0.2,0.59,-0.07,0.86,-0.5,1.28,1.1,1.12,0.01,-0.47,-0.4,-0.13,-0.38,-0.15,-0.04,0.05,0.32,0.42,0.32,0.34,0.35,-0.23,,-0.24,0.22,0.95,0.32,-0.15,-0.09,-0.3,-0.34,-0.19,0.01,-0.04,-0.28,-0.14,0.23,-0.09,0.11
"YDL098C",-0.38,-0.32,-0.27,-0.12,-0.12,-0.07,,0.15,0.01,0.1,-0.41,-0.05,0.12,0.13,0.18,0.01,-0.04,-0.29,-0.14,0.43,-0.07,0.07,0.37,0.38,0.22,-0.6,-0.16,-0.24,0.47,-0.44,,-0.38,-0.36,-0.34,-0.24,-0.05,0.23,0.01,0.14,-0.44,0.32,0.4,0.95,0.05,-0.29,-0.02,0.57,0.77,-0.31,0.28,0,0.05,-0.34,0.22,0.03,-0.45,-0.05,0.05,-0.24,-0.43,-0.14,,,-0.08,0.15,0.03,-0.13,0.01,0.1,0.23,0.11,-0.05,-0.16,0.05,-0.25,-0.06,0.05
"YDL099W",-0.34,-0.56,-0.25,-0.45,0.11,0.23,-0.16,0.38,-0.62,0.2,-0.6,0.2,0.2,-0.04,0.1,0.13,0.06,-0.28,-0.2,0.23,,0.05,0.18,0.38,0.19,-0.41,-0.46,-0.38,-0.48,-0.22,-0.07,-0.38,-0.07,0.27,,0.16,-0.43,-0.04,-0.56,0.14,-0.16,0.64,-0.48,0.74,0.56,0.89,-0.06,0.14,-0.22,-0.17,0.04,-0.28,-0.23,-0.19,-0.18,0.2,0.31,0.23,-0.37,0.38,,0,0.4,0.6,0.4,0.19,0.05,-0.1,-0.14,-0.16,0,-0.26,-0.18,0.02,-0.03,-0.13,-0.26
"YDL100C",-0.74,0.04,-0.22,0.11,-0.13,0.16,0.09,0.28,-0.12,0.21,-0.41,-0.15,0.02,0.22,0.27,-0.09,-0.07,-0.18,-0.03,0.05,-0.02,-0.1,-0.01,-0.01,-0.02,-0.08,0.25,-0.49,-0.22,-0.62,-0.59,-0.28,-0.06,0.08,-0.18,0.38,0.35,0.18,-0.06,0.15,0.11,0.13,0.06,0.31,0.18,0.42,-0.15,0.25,0.02,0.08,-0.14,-0.29,-0.2,-0.05,-0.18,0.11,0.31,0.02,0,0.11,,0.17,-0.06,-0.45,0.34,-0.31,-0.5,-0.53,0.01,0.05,0.36,0.25,0.04,0.11,0.03,0.21,0.39
"YDL101C",0.34,0.54,0.19,-0.15,-0.89,-0.18,0.68,1.05,0.18,0.13,-0.4,-0.02,0.17,-0.5,0.02,0.45,0.3,-0.29,-0.02,0.19,-0.62,-0.24,-0.2,0.36,1.06,-0.08,-0.28,-0.5,-0.5,-0.77,-0.26,-0.01,0.47,0.99,0.55,0.65,0.01,0.05,-0.6,-0.42,-0.01,-0.06,-0.8,0.21,-0.06,0.21,-0.72,-0.26,0.59,0.33,0.01,0.02,0,-0.11,-0.28,-0.14,0.55,0.25,0.18,,-0.01,0.08,-0.49,-1.27,-0.69,-0.37,-0.29,0.05,0.57,0.79,0.54,0.18,0.33,0.26,0.32,-0.29,-0.13
"YDL102W",0.86,0.18,-0.36,-0.6,-0.58,-0.4,0.13,0.58,-0.09,0.02,-0.45,-0.34,0.1,0.12,0.79,0.44,0.2,0.02,-0.27,0.2,-0.36,-0.12,-0.18,0.51,0.32,-0.62,0.01,-0.92,0.25,-0.47,-0.09,0.3,0.89,0.16,0.74,0.71,0.3,-0.3,-0.14,-0.79,0.3,0.46,0.77,-0.42,-1.09,-0.71,-0.71,0.62,1.09,0.45,-0.5,0.14,0.05,-0.3,-0.07,0.07,0.17,0.12,0.2,-0.46,,-0.44,-0.44,-1.54,-0.41,0.07,0.07,0.18,0.49,0.36,0.25,0.14,0.3,0.2,-0.13,-0.16,0.18
"YDL103C",0.59,1.23,0,-0.36,-0.54,-0.15,0.26,0.6,0.23,0.23,-0.39,-0.17,-0.06,-0.23,0.22,0.34,0.43,-0.08,-0.06,-0.04,-0.46,-0.14,0.13,0.25,0.47,-0.33,-0.63,-0.91,-0.63,-0.43,-0.33,0.25,0.09,0.8,0.13,0.43,-0.33,0.04,-0.61,-0.29,-0.03,0.39,-0.18,0.71,0.41,0.61,-0.49,0.24,0.79,0.24,-0.06,-0.09,-0.28,-0.33,-0.34,0.17,0.37,0.31,-0.09,,-0.4,0.01,-0.05,-0.73,-0.36,0.1,0.02,-0.31,0.1,0.25,0.3,-0.2,0.2,0.08,0.17,0.08,0.31
"YDL104C",-0.09,-0.49,-0.3,-0.49,-0.5,-0.13,0.05,0.24,-0.17,0.08,-0.6,0.02,0.05,0.02,0.27,0.27,0.02,0.2,-0.19,0.38,-0.08,0.05,-0.43,-0.02,0.01,-0.68,0.01,-0.73,0.3,-0.39,0.87,0.01,0.52,0.07,0.25,-0.12,0.45,-0.54,0.07,-0.39,,0.71,0.6,0.06,-0.45,-0.17,-0.12,-0.17,0,-0.41,-0.66,-0.07,0.17,-0.12,0.08,-0.07,0.25,0.17,0.15,-0.04,,0.52,0.33,-0.07,-0.07,0.03,-0.04,-0.13,0.24,0.2,0,-0.1,0.06,0.16,-0.13,-0.01,-0.12
"YDL105W",0.62,-0.09,-0.47,-0.58,-0.64,-0.03,0.15,0.32,0.02,0.09,-0.36,-0.09,0.37,-0.4,0.42,0.21,0.37,-0.25,-0.19,0.09,,-0.09,-0.34,0.38,0.15,-0.7,-0.07,-0.7,-0.29,-0.67,0.35,0.1,0.45,0.3,0.53,0.24,0.21,-0.2,0.51,-0.52,0.56,0.49,0.01,0.06,-0.79,-0.07,0.23,-0.15,0.85,0.16,0.26,-0.34,-0.4,-0.47,-0.68,0.91,0.7,0.68,-0.04,-0.29,-0.5,-0.8,-0.11,-0.32,-0.18,0.17,0.32,0.13,0.37,0.46,0.13,-0.77,0.08,0.11,-0.32,-0.14,-0.04
"YDL106C",-0.06,-0.58,-0.32,-0.38,-0.56,0.05,0.09,0.06,-0.52,0.05,-0.23,0.06,0.08,0.15,0.37,-0.03,0.02,,-0.1,0.54,-0.16,0.15,-0.39,-0.12,0.21,-0.23,0.51,-0.5,-0.48,-0.48,0.38,-0.27,0.28,-0.31,0.34,-0.07,0.46,-0.14,-0.08,-0.44,0.28,0.93,0.53,0.11,-0.37,-0.17,0.01,-0.61,-0.22,0.06,0.31,0.25,-0.12,0.04,0.08,0.03,0.16,0.11,0.21,,-0.2,-0.05,-0.06,0.23,-0.12,0.44,-0.29,-0.12,-0.12,-0.11,0.06,0.09,-0.04,-0.05,-0.03,0.06,0
"YDL107W",-0.07,-0.27,-0.22,-0.43,-0.42,,0.13,0.02,,0.03,-0.42,0.12,0.3,0.03,0.13,-0.05,0.05,-0.06,-0.28,0.31,-0.1,0.2,-0.44,-0.12,-0.21,-0.79,-0.13,-0.33,-0.07,-0.26,0.04,-0.3,-0.07,-0.16,0.24,0,0.31,-0.1,0.29,0,0.28,0.63,0.15,0.43,-0.07,0.68,0.79,-0.03,-0.32,-0.12,-0.01,-0.04,-0.27,0.16,0,-0.15,0.12,0.2,-0.09,,-0.11,-0.23,0.11,0.27,0.18,0.06,0.23,-0.12,0.52,-0.03,0.09,-0.48,-0.28,0.08,-0.18,-0.3,-0.03
"YDL108W",-0.4,-0.36,-0.43,-0.32,-0.26,0.07,-0.24,-0.04,-0.18,0.21,-0.16,0.22,0.28,0.25,0.06,-0.11,-0.11,-0.09,-0.24,0.16,0.03,0.13,0.09,0.03,0.11,-0.07,0.18,-0.17,0.2,-0.19,0,-0.24,0.02,-0.36,0.07,-0.22,0.13,-0.14,0.28,-0.24,-0.11,0.61,0.51,-0.09,-0.31,-0.11,0.26,0.12,0.11,0.24,0.03,0.08,-0.06,0.22,0.07,-0.33,-0.26,-0.01,,-0.17,-0.15,-0.15,0,0.02,-0.01,0.45,-0.33,0.07,0.07,0.02,-0.02,-0.14,0.07,0.12,-0.18,-0.33,0.2
"YDL109C",0.12,-0.15,-0.2,-0.43,-0.5,0.47,0.02,0.12,-0.12,-0.3,-0.45,,0.47,-0.16,0.23,-0.09,0.14,-0.26,0.39,0.41,-0.2,-0.17,-0.18,-0.12,-0.28,-0.39,0.33,-0.54,0.09,-0.28,0.93,-0.2,0.18,0.07,0.38,0.12,0.27,-0.05,0.12,-0.18,0.49,0.1,-0.01,-0.14,-0.39,-0.31,0.96,0.51,-0.43,0.15,0.51,0.11,-0.43,0.51,0.3,-1.11,-0.32,-0.49,0.03,0.19,-0.32,0.11,-0.26,-0.15,0.04,0.5,0.58,-0.19,0.36,0.13,0.13,-0.9,-0.68,-0.1,-0.02,0.15,0.16
"YDL110C",0.01,-0.71,-0.27,0.2,-0.11,-0.04,0.09,0.19,0.19,0.07,0.24,0.04,0.01,0.15,-0.3,0.18,-0.06,-0.34,-0.32,-0.01,0.02,0.01,-0.59,-0.92,-0.76,-0.16,-0.02,-0.24,0.08,-0.17,-0.51,0.05,-0.27,0.1,0.11,0.24,0.26,-0.11,-0.08,-0.11,-0.06,0.87,0.5,0.5,0.29,1,0.66,-0.08,-0.94,-0.61,-0.47,-0.3,-0.76,-0.5,-0.09,0.67,0.55,0.48,0.06,0.36,,0.23,0.75,0.96,0.73,-0.64,0.08,-0.6,-0.4,-0.08,-0.13,-0.14,-0.31,-0.08,0.05,0.53,0.03
"YDL111C",-0.64,-0.22,-0.29,-0.27,0.35,-0.38,-0.17,-0.14,-0.08,-0.24,0.15,-0.27,0.08,-0.11,0.23,-0.08,0.09,-0.14,-0.09,0.8,0.17,-0.17,0.7,0.47,0.81,0.1,-0.14,0.29,0.2,0.14,0.12,0.14,-0.38,0.27,-0.32,-0.22,-0.81,0.14,0.33,-0.09,0.17,-0.52,-0.14,-0.25,-0.54,-0.48,-0.18,0.26,-0.01,0.1,-0.23,0.03,0.22,0.21,0.23,-0.08,0.17,0.08,-0.25,-0.24,,-0.14,-0.17,0.23,0.08,-0.2,0.51,0.63,0.23,0.29,-0.13,-0.24,-0.09,0,-0.48,-0.71,-0.13
"YDL112W",0.3,-1,-0.3,0.38,-0.15,0.17,-1.05,-0.65,-0.07,0.06,0.07,0.45,-0.07,0.22,-0.04,0.24,0.12,-0.07,0.38,0.17,0.13,0.09,0.11,0.32,0.16,-0.3,0.21,-0.21,0.52,-0.25,0.06,-0.26,-0.14,0.03,0.42,0.02,-0.03,-0.18,-0.02,-0.23,0.63,0.45,0.64,-0.7,-0.57,-0.68,-0.59,0.33,0.02,0.13,0.25,0.25,0.15,0.3,0.09,-0.17,0.04,-0.07,-0.25,-0.01,,-0.28,-0.18,-0.75,-0.37,-0.05,0.13,0.28,0.33,0.49,-0.14,-0.18,0.13,0.07,0.38,-0.23,-0.09
"YDL113C",0.2,-0.22,-0.36,0.29,0.14,0.36,0.3,-0.04,0.11,-0.3,0.01,-0.26,-0.16,0.08,0.34,0.14,-0.02,-0.6,0.25,-0.19,-0.12,-0.05,-0.29,-0.47,0.31,-0.58,0.18,-1.12,-0.12,-0.29,-0.08,-0.04,-0.02,0.13,0.32,-0.14,0.29,-0.44,0.19,-0.52,0.85,0.72,1.61,-0.06,-0.25,-0.16,0.23,-0.99,-1.61,-0.51,-0.27,0.07,0.03,0.42,0.43,0.01,0.42,0.12,0.34,0.34,0.32,0.35,0.31,0.62,0.08,-0.23,0.07,-0.14,0.21,0.04,-0.01,0.25,-0.08,-0.33,0.3,-0.64,-0.13
"YDL114W",-0.84,-1.29,-0.25,0.03,0.24,,0.4,,0.32,-0.22,0.12,-0.15,0.18,0.12,-0.23,0.37,0,-0.2,-0.01,-0.41,-0.41,-0.13,-0.38,0.04,-0.02,-0.13,0.77,0.16,0.16,0.48,0.55,-0.04,-0.3,,0.1,0.02,0.14,-0.68,0.81,-0.38,0.74,0,,-0.52,-1.16,-0.33,1.7,0.79,0.49,0.04,-0.51,-0.08,-0.14,-0.28,-0.43,0.04,-0.01,-0.35,0.1,-0.43,-0.6,-0.08,-0.28,0.43,0.1,0.16,0.01,0.79,-0.3,0.08,-0.42,0.08,-0.44,0.12,-0.25,-0.33,-0.03
"YDL115C",-0.14,-0.58,-0.1,-0.01,0.17,0.02,-0.01,-0.06,0.15,0.05,0.19,0.14,0.11,0.17,0.01,-0.23,0.11,-0.19,-0.12,-0.16,-0.16,-0.19,-0.21,-0.06,-0.05,-0.67,0.17,-0.75,0.11,-0.12,-0.05,0,-0.13,-0.35,-0.31,-0.25,0.07,-0.08,0.59,-0.03,0.68,0.54,0.1,0.22,0.05,0.5,-0.33,-0.15,-0.26,-0.26,-0.23,0.1,0,-0.11,-0.12,0.42,0.02,-0.05,-0.16,0.27,,0.55,0.33,1.23,0.23,-0.11,-0.07,-0.09,-0.24,-0.31,-0.26,-0.22,-0.39,0.23,0.05,0.05,-0.11
"YDL116W",-0.29,-0.04,-0.29,0.28,0.09,-0.22,-0.1,0.02,-0.15,-0.19,0.28,0.08,0.18,0.21,-0.03,-0.07,0.09,-0.36,-0.1,0.06,0.06,0.15,0.34,0.33,0.23,0.41,0.08,0.41,-0.66,0.49,-0.26,0.33,-0.77,0.11,-0.53,0.09,-0.61,0.34,0.19,0.13,-0.44,0.06,-0.53,0.19,-0.04,0.13,-0.06,-0.08,-0.1,0.1,-0.22,0.36,0.12,0.05,-0.26,0.05,-0.06,-0.32,0.28,,0.09,0.41,-0.36,0.03,-0.11,-0.01,-0.35,0.07,-0.18,-0.39,0.12,0.19,0.18,0.13,0.23,0.04,0.04
"YDL117W",-0.03,-0.42,-0.32,-0.36,-0.35,1.09,-0.31,-0.57,-0.33,-0.54,-0.29,-0.45,-0.23,0.95,1.31,0.73,0.31,-0.25,-0.31,-0.37,-0.52,0.11,1.16,1.18,-0.3,-0.59,-0.68,-1.14,-0.84,0.31,0.49,1.1,0.28,-0.07,-0.39,-0.48,-0.68,-0.46,-0.17,-0.34,0.23,0.87,0.18,0.53,0.15,-0.35,-0.6,-0.14,-0.2,-0.64,-0.59,0.02,0.07,-0.4,0.31,1.01,0.74,0.19,0.01,-0.23,,0.15,0.29,-0.94,-0.4,-0.42,-0.57,-0.36,-0.15,-0.17,-0.23,0.09,0.17,0.33,1.17,0.92,0.57
"YDL118W",-0.36,-0.69,-0.38,-0.04,0.05,0.09,0.12,0.16,0.16,-0.25,0.13,-0.2,-0.05,0.06,0.19,0.18,0.09,-0.2,-0.22,-0.1,-0.2,-0.03,0.29,0.46,0.38,-0.15,-0.04,0.12,-0.32,0.06,-0.26,0.22,0.04,-0.28,-0.34,-0.54,-0.13,-0.61,-0.06,-0.32,-0.11,0.02,0.06,0.53,0.52,0.44,0.35,-1.92,-0.78,-0.92,-0.1,-0.21,0.22,-0.21,0.08,0.31,0.89,1.01,0.62,0.31,0.26,-0.47,0.55,-0.02,-0.14,-0.04,-0.35,-0.06,-0.14,-0.33,,0.21,0.15,0.2,0.07,0.21,0.24
"YDL119C",0.25,-0.45,-0.6,-0.45,0.2,0.05,-0.07,-0.29,0.14,-0.22,0.11,,,-0.16,0.33,0.04,0.15,-0.07,-0.07,,,-0.15,0.21,0.64,0.18,0.01,-0.14,-0.71,-0.3,0.16,-0.28,-0.28,0.14,0.15,0,0.08,0,-0.14,0.2,0.02,0.23,0.62,0.05,0.86,-2.37,0.68,0.71,-0.64,-0.91,-0.6,-0.17,-0.14,-0.2,-0.22,-0.14,0.14,0.69,0.92,0.33,0.02,,-0.09,0.3,-0.12,0.06,-0.12,-0.28,-0.26,-0.07,-0.08,-0.16,0.15,0.06,0.06,0.4,0.36,0.02
"YDL120W",-0.45,-0.45,-0.27,0.23,0.22,0.43,0.14,0.43,0.14,-0.01,0.12,-0.25,0.1,-0.06,-0.11,-0.11,0.01,-0.4,-0.14,-0.27,-0.16,-0.09,-0.04,0.03,0.35,0.31,-0.04,0.46,-0.22,0.3,-0.2,0.16,-0.96,0.03,-0.42,-0.02,-0.18,0.18,-0.02,0.19,-0.42,-0.22,-0.57,0.36,0.35,0.57,0.26,-0.26,0.09,0.13,0.19,-0.02,-0.33,0,0.02,0.47,0.01,0.23,-0.32,-0.22,,-0.23,-0.04,-0.46,0.81,-0.13,-0.44,-0.11,-0.11,-0.65,0.08,0.09,0.19,0.19,0.16,0.19,0.19
"YDL121C",-0.1,-0.42,-0.3,-0.15,-0.03,-0.1,-0.55,-0.07,-0.03,0.04,0.39,0.19,0.39,0.17,-0.2,-0.05,0.1,-0.4,0.17,-0.24,0.06,0.16,0.61,0.56,0.37,-0.31,0.1,-0.35,-0.16,0.25,-0.22,0.12,-0.47,-0.27,-0.43,-0.22,-0.13,-0.03,0.64,0.21,0.39,0.31,-0.53,-0.13,-0.18,-0.15,-0.23,-0.11,0.22,0.1,0.24,-0.13,0.04,0.12,-0.19,0.28,-0.1,-0.05,-0.43,0.09,,0.02,0.12,-0.81,-0.23,-0.3,0.24,0.56,-0.04,-0.14,0.24,-0.01,0.24,0.46,-0.16,-0.34,0.27
"YDL122W",0.46,-0.49,-0.15,-0.3,0.16,-0.26,-0.33,-0.15,-0.12,0.05,0.29,0.15,-0.04,0.05,-0.17,0.02,0.12,-0.19,-0.03,0.17,0.23,0.05,-0.66,-0.8,-0.54,1.15,0.34,-0.49,0.58,0.5,0.07,-0.31,0.27,-0.75,0.17,-0.03,0.76,-0.43,,0.93,0.28,0.36,0.89,-1.49,0.2,-0.99,-0.26,0.14,-0.05,-0.08,0.11,0.14,0.31,0.29,0.07,-0.14,-0.12,-0.13,-0.18,,0.05,-0.05,-0.09,0.41,-0.31,-0.14,0.25,0.28,0.14,0.02,-0.16,-0.02,0.24,-0.11,-0.14,-0.23,-0.23
"YDL123W",-0.64,-0.34,-0.07,-0.42,0.1,0.23,0.01,-0.14,-0.12,-0.18,0.22,-0.31,0.05,0.37,0.14,0.1,-0.04,-0.35,-0.04,-0.38,0.28,0.05,0.96,,,,,,,-0.96,,,,,,,,,,,,,,,,,0.46,0.02,-0.31,-0.17,0.14,0.16,-0.06,0.08,0.12,0.22,0.19,0.09,0.11,-0.22,,-0.31,-0.53,0.35,-0.03,-0.11,-0.06,-0.23,-0.5,-0.48,0.18,0.08,0.25,-0.16,0.09,0.24,0.36
"YDL124W",-0.58,0.36,0.39,0.86,-0.27,0.71,0.95,0.73,0.35,0.03,0.36,-0.21,0.02,-0.12,-0.19,-0.25,-0.1,-0.63,-0.1,-0.5,-0.29,-0.47,-0.31,-0.55,-0.66,-0.1,-0.01,-0.48,-0.87,-1.2,-0.25,0.01,-0.43,-0.03,-0.14,0.22,0.68,-0.07,-0.78,0.39,-0.05,0.91,0.91,1.07,0.8,0.95,1.13,0.69,-0.29,-0.48,-0.04,-0.37,-0.62,-0.28,-0.23,0.21,0.24,0.12,-0.05,-0.38,,0.07,0.29,1.07,0.19,0.95,0,-1.16,-1.35,-0.65,-0.31,0.16,-0.16,-0.72,0.73,0.75,0.5
"YDL125C",-0.67,-0.43,0.12,-0.43,0.43,0.35,0.08,-0.01,-0.05,-0.2,0.16,-0.14,0.11,0.31,0.04,-0.06,0.08,-0.54,0.01,-0.44,0.03,-0.14,,,,,,,,-1.23,,,,,,,,,,,,,1.23,,,,-0.07,-0.19,-0.12,-0.16,-0.02,-0.44,-0.02,-0.12,-0.38,0.54,0.25,-0.02,-0.45,0.21,0.3,0.32,0.35,0.7,0.03,-0.15,-0.26,-0.38,-0.54,-0.4,0.22,0.17,0.19,-0.16,0.07,0.24,0.29
"YDL126C",-0.18,0.41,-0.1,0.26,0.07,1.54,-0.09,-0.16,-0.09,-0.35,0.18,-0.08,0.17,-0.06,0.02,0.11,0.15,-0.43,-0.09,-0.25,-0.43,-0.2,-0.45,-0.54,-0.45,-0.38,-0.24,-0.52,-0.24,-0.69,-0.17,-0.05,-0.23,-0.34,-0.24,-0.19,0.55,0.11,-0.07,0.05,0.44,1.17,0.97,0.7,0.37,0.45,-0.29,0.07,-0.07,-0.37,-0.26,-0.41,-0.03,-0.16,-0.37,0.53,,-0.04,-0.2,0.35,0.35,0.55,0.36,0.37,0.3,0.32,-0.39,-0.63,-0.78,-0.39,-0.2,0.28,0.4,-0.48,0.5,0.38,0.32
"YDL127W",0.68,1.2,-0.92,-0.62,1.83,-0.5,-0.24,-0.26,-0.26,0.1,-0.32,-1.03,-0.83,0.64,0.92,0.74,0.46,0.14,-0.22,-0.5,-0.28,-0.39,0.45,1.98,0.47,-0.32,-0.13,-1.13,-0.58,-0.87,0.12,1.07,0.95,0.66,0.52,0.29,-0.7,-1.1,-1.58,-1.1,-0.66,0.26,0.31,0.71,0.24,0.15,,0.86,1.14,-0.11,-0.32,-0.26,-0.84,-1.11,-0.24,0.61,1.23,0.54,0.02,,-0.66,-0.47,-0.41,-0.71,0.26,0.19,-0.05,-0.18,0.08,-0.18,0.16,0.07,0.35,-0.18,0.22,-0.39,0.35
"YDL128W",-0.6,-0.25,0.34,0.65,-0.7,-0.13,0.19,-0.13,-0.1,-0.34,0.3,-0.13,0.3,0.34,0.58,0.3,0.42,-0.28,-0.16,-0.47,-0.05,0.05,-1.13,-0.52,-0.57,-0.45,-0.2,-0.59,-0.03,-0.54,0.11,-0.04,-0.33,0.08,-0.08,-0.11,0.47,-0.01,0.05,0.11,0.63,1.39,0.78,0.36,0.34,0.29,-1.08,-0.35,-0.33,-0.7,-0.93,-0.13,0.11,0.06,0.26,0.87,0.45,0.23,0.03,,0.38,0.62,0.5,-0.37,-0.46,0.02,-0.35,-0.46,-0.55,-0.31,-0.13,0.29,0.16,-0.11,0.9,0.77,0.59
"YDL129W",-0.29,-0.6,-0.51,-0.38,0.43,-0.44,-0.61,-0.57,0.07,0,-0.02,0.02,-0.07,0.34,-0.12,0.41,0.13,0.36,-0.38,0.07,0.23,0.15,,,,,,,,,,,,,,,,,,,,,,,,,-0.5,0.55,0.61,0.08,-0.03,0.03,0.37,-0.03,-0.14,-1.2,0,-0.53,-0.11,0.45,0.35,0.53,-0.43,0.6,0.1,-0.37,-0.01,0.28,0.1,0.17,0.02,0.02,0.29,0.26,-0.43,-1.06,0.05
"YDL130W",-0.64,-0.49,-0.12,0.28,0.25,0.03,-0.09,-0.18,-0.09,-0.22,0.28,-0.14,0.22,-0.05,0.13,-0.14,0.29,-0.24,0.21,-0.1,0.02,-0.18,-0.29,-0.44,-0.49,-0.29,,-0.33,,-0.38,,0.16,,0.18,-0.01,0.07,,0.24,,0.05,,,,0.62,0.46,0.45,0,-0.26,0.44,0.03,0.61,-0.5,0.2,-0.21,-0.66,,-2.59,0.57,-0.4,0.72,0.79,0.53,0.71,-1.06,-0.67,-0.04,0.32,0.05,0.04,0.2,0.2,0.41,0.42,0.24,0.16,0,-0.25
"YDL131W",-0.79,0.15,-0.07,-0.22,-0.29,-0.05,-0.33,-0.22,-0.33,-0.11,-0.02,-0.1,0.1,0.31,0.33,0.26,0.16,0.02,0.21,0.01,0.1,-0.05,0.07,0.2,0.22,0.42,0.35,0.37,0.44,0.3,-0.13,0.34,0.01,0.04,-0.41,-0.1,-1.17,-0.08,-1.17,0.18,-0.5,-0.01,-0.55,0.38,0.26,0.55,-0.31,-0.29,-0.08,0.01,0.3,-0.17,-0.04,-0.07,-0.2,0.21,-0.06,-0.04,,0.03,0.26,0.11,0.33,-0.85,0.17,-0.21,0.47,0.44,0.3,0.12,0.12,-0.09,0.22,-0.02,-0.29,-0.35,-0.02
"YDL132W",-0.54,0.06,-0.14,0.06,0.27,0.09,0.1,-0.05,-0.17,-0.21,0.2,0.12,0.23,0.09,-0.1,-0.02,0.01,-0.57,-0.07,-0.17,0.23,0.03,-0.46,-0.5,-0.59,-0.46,-0.08,-0.62,0.01,-0.46,-0.03,-0.16,0.13,-0.3,0.07,0.06,0.57,-0.16,0.07,-0.11,0.62,1.08,0.77,0.3,0.09,0.18,0.24,-0.53,-0.78,-0.44,0.28,0.02,-0.25,0.09,0.07,0.31,0.2,0.19,0.1,0.14,,0.04,0.31,0.25,-0.05,-0.11,-0.16,-0.14,-0.26,-0.48,0.22,0.03,0.06,-0.09,0.34,0.32,0.08
