FBgn	Chr	Start	Stop	Strand
FBgn0011824	2R	16603524	16604885	-
FBgn0034587	2R	16605634	16608833	+
FBgn0015721	2R	16609512	16631297	+
FBgn0034588	2R	16625976	16628291	+
FBgn0020312	2R	16631310	16636072	-
FBgn0002736	2R	16636161	16637322	+
FBgn0034590	2R	16637045	16650144	-
FBgn0034592	2R	16650025	16650779	+
FBgn0021872	2R	16651127	16653335	+
FBgn0026582	2R	16653790	16655211	+
FBgn0034595	2R	16655058	16655735	-
FBgn0050389	2R	16656314	16668127	-
FBgn0050206	2R	16668645	16668716	-
FBgn0011871	2R	16668938	16669008	-
FBgn0050208	2R	16669108	16669179	+
FBgn0034598	2R	16669295	16676240	-
FBgn0034599	2R	16676542	16677595	+
FBgn0034600	2R	16677647	16678177	-
FBgn0015844	2R	16678585	16682086	+
FBgn0003162	2R	16682899	16690198	+
FBgn0034601	2R	16685328	16686218	-
FBgn0053539	2R	16688866	16688937	+
FBgn0050209	2R	16690260	16690331	-
FBgn0011872	2R	16690438	16690508	+
FBgn0003891	2R	16691014	16699980	+
FBgn0034602	2R	16701155	16707018	+
FBgn0034603	2R	16708069	16720552	+
FBgn0027073	2R	16720460	16722550	-
FBgn0034605	2R	16723101	16724742	-
FBgn0034606	2R	16725438	16758535	-
FBgn0050391	2R	16772811	16773924	-
FBgn0050393	2R	16773945	16775161	-
FBgn0034608	2R	16777883	16780079	+
FBgn0034609	2R	16783498	16787527	+
FBgn0034611	2R	16789882	16793251	+
FBgn0034612	2R	16793302	16797408	-
FBgn0050392	2R	16798496	16799760	-
FBgn0050390	2R	16799896	16801058	-
FBgn0016726	2R	16801352	16801992	+
FBgn0034614	2R	16801976	16803169	-
FBgn0050387	2R	16803255	16817987	+
FBgn0050386	2R	16807486	16808055	+
FBgn0034617	2R	16817943	16819930	-
FBgn0034618	2R	16820262	16827151	+
FBgn0053655	2R	16825370	16827599	-
FBgn0050394	2R	16827620	16831133	-
FBgn0020306	2R	16831026	16849423	+
FBgn0065060	2R	16834643	16834779	+
FBgn0065102	2R	16843092	16843126	+
FBgn0034622	2R	16849567	16853193	+
FBgn0034623	2R	16854511	16855433	-
FBgn0034624	2R	16856637	16858426	-
FBgn0000395	2R	16863444	16874523	-
FBgn0034626	2R	16890809	16891923	-
FBgn0034627	2R	16892137	16893797	-
FBgn0034628	2R	16893936	16896865	+
FBgn0034629	2R	16896972	16900022	+
FBgn0010415	2R	16901199	16988750	-
FBgn0026369	2R	16989501	16994695	+
FBgn0010470	2R	16994753	17005508	-
FBgn0050282	2R	16996661	16999431	-
FBgn0034631	2R	17006481	17009552	-
FBgn0043070	2R	17009668	17024824	+
FBgn0034634	2R	17023678	17026688	-
FBgn0050288	2R	17026917	17027556	-
FBgn0050289	2R	17028037	17029415	-
FBgn0003731	2R	17030587	17067009	+
FBgn0050286	2R	17043357	17044320	-
FBgn0050287	2R	17044562	17045583	-
FBgn0069056	2R	17045832	17046875	-
FBgn0050283	2R	17047135	17048155	-
FBgn0034636	2R	17067828	17079034	-
FBgn0050222	2R	17090782	17092573	+
FBgn0053225	2R	17098029	17099081	+
FBgn0034638	2R	17113250	17114535	-
FBgn0034639	2R	17116236	17117789	-
FBgn0042180	2R	17122345	17124449	-
FBgn0000326	2R	17124638	17126641	-
FBgn0016641	2R	17126966	17132024	-
FBgn0034641	2R	17132617	17138843	+
FBgn0034642	2R	17139868	17141752	+
FBgn0034643	2R	17142250	17145983	+
FBgn0034644	2R	17153760	17165021	+
FBgn0050284	2R	17158407	17159581	-
FBgn0034645	2R	17165923	17166658	+
FBgn0034646	2R	17166338	17167585	-
FBgn0034647	2R	17168549	17169826	-
FBgn0034648	2R	17172096	17175176	+
FBgn0034649	2R	17175109	17177637	-
FBgn0034650	2R	17177750	17179175	+
FBgn0034651	2R	17179282	17179927	+
FBgn0050263	2R	17183903	17192582	+
FBgn0034654	2R	17192852	17193786	+
FBgn0003687	2R	17193782	17195222	-
FBgn0050285	2R	17195485	17196103	-
FBgn0034655	2R	17196494	17197835	+
FBgn0027360	2R	17197790	17198691	-
FBgn0050290	2R	17199172	17200354	+
FBgn0034656	2R	17200268	17204734	-
FBgn0010228	2R	17205133	17212070	-
FBgn0050403	2R	17217029	17219203	-
FBgn0004362	2R	17220913	17224307	+
FBgn0050404	2R	17224357	17227543	-
FBgn0050398	2R	17225415	17226316	+
FBgn0034657	2R	17228079	17231641	+
FBgn0034658	2R	17265009	17265560	+
FBgn0050395	2R	17273114	17274172	+
FBgn0034659	2R	17280927	17282407	+
FBgn0034660	2R	17297198	17299237	-
FBgn0042098	2R	17305654	17306748	-
FBgn0034661	2R	17306909	17308482	-
FBgn0046297	2R	17311006	17311923	+
FBgn0034662	2R	17328426	17337792	-
FBgn0054040	2R	17340173	17341089	-
FBgn0034663	2R	17341802	17342611	-
FBgn0034664	2R	17343028	17343912	-
FBgn0034665	2R	17345187	17346380	-
FBgn0050407	2R	17350679	17350750	-
FBgn0050406	2R	17355989	17356060	-
FBgn0034666	2R	17368387	17369546	+
FBgn0034667	2R	17372449	17374441	-
FBgn0025573	2R	17388934	17390115	-
FBgn0034668	2R	17437102	17438243	+
FBgn0034669	2R	17450528	17452058	+
FBgn0034670	2R	17459209	17459986	+
FBgn0034671	2R	17461820	17462427	-
FBgn0034672	2R	17471755	17472285	+
FBgn0034673	2R	17475396	17476862	+
FBgn0054029	2R	17478410	17479292	-
FBgn0034674	2R	17480708	17483787	+
FBgn0041237	2R	17484244	17485539	+
FBgn0041238	2R	17485971	17487254	-
FBgn0041239	2R	17487442	17488681	+
FBgn0050401	2R	17493344	17494532	-
FBgn0050405	2R	17495823	17503196	-
FBgn0054004	2R	17506334	17510003	-
FBgn0034680	2R	17512487	17547140	-
FBgn0034681	2R	17542503	17543531	+
FBgn0005778	2R	17549249	17550464	-
FBgn0034683	2R	17564049	17565263	-
FBgn0034684	2R	17566777	17568242	-
FBgn0034685	2R	17568535	17577341	+
FBgn0050327	2R	17574533	17575756	+
FBgn0034687	2R	17577305	17578868	-
FBgn0034688	2R	17578995	17581025	-
FBgn0034689	2R	17581119	17582919	-
FBgn0067102	2R	17583624	17585254	+
FBgn0034691	2R	17587753	17593349	+
FBgn0034692	2R	17593251	17595213	-
FBgn0034693	2R	17599066	17607308	-
FBgn0034694	2R	17610770	17613371	+
FBgn0034695	2R	17615163	17630130	-
FBgn0050280	2R	17621176	17622423	+
FBgn0050281	2R	17622579	17623772	+
FBgn0002715	2R	17629683	17632150	+
FBgn0034697	2R	17632152	17635079	-
FBgn0029147	2R	17635390	17637770	+
FBgn0034699	2R	17637911	17638550	-
FBgn0000008	2R	17644571	17680423	+
FBgn0034700	2R	17646524	17646847	+
FBgn0029084	2R	17647517	17648919	+
FBgn0034703	2R	17680387	17682320	-
FBgn0034704	2R	17682488	17685010	+
FBgn0034705	2R	17685023	17690414	-
FBgn0050279	2R	17686763	17687110	+
FBgn0034706	2R	17687275	17690232	+
FBgn0034707	2R	17690728	17693474	+
FBgn0034708	2R	17693560	17697469	+
FBgn0034709	2R	17697403	17710255	-
FBgn0034710	2R	17711276	17713158	-
FBgn0034711	2R	17713587	17715569	-
FBgn0034712	2R	17716489	17718324	-
FBgn0034713	2R	17719023	17720286	+
FBgn0025186	2R	17720423	17724846	+
FBgn0050278	2R	17725099	17726080	-
FBgn0050277	2R	17726322	17728448	-
FBgn0034715	2R	17728774	17731172	-
FBgn0034716	2R	17731263	17735821	-
FBgn0020307	2R	17751545	17794059	+
FBgn0034717	2R	17801041	17804540	+
FBgn0034718	2R	17805795	17819502	-
FBgn0013272	2R	17825244	17837010	+
FBgn0017482	2R	17837308	17839639	-
FBgn0016053	2R	17837735	17840402	+
FBgn0034720	2R	17841086	17880687	-
FBgn0034721	2R	17855889	17856464	+
FBgn0034722	2R	17882674	17885429	+
FBgn0025878	2R	17887094	17890268	+
FBgn0034723	2R	17890718	17901604	+
FBgn0034724	2R	17901644	17909638	-
FBgn0034725	2R	17911755	17915961	+
FBgn0053200	2R	17916233	17916777	+
FBgn0022984	2R	17917085	17919126	-
FBgn0034726	2R	17919436	17920123	+
FBgn0022986	2R	17920490	17923124	-
FBgn0022985	2R	17923395	17926286	+
FBgn0034727	2R	17926519	17927953	-
FBgn0034728	2R	17928621	17933064	+
FBgn0034729	2R	17933314	17934547	-
FBgn0034730	2R	17935061	17937166	+
FBgn0034731	2R	17974053	17979237	+
FBgn0034732	2R	17980981	17984852	-
FBgn0034733	2R	17985969	17990636	+
FBgn0034734	2R	17990923	17999615	+
FBgn0034735	2R	17999796	18001877	+
FBgn0003175	2R	18004080	18069646	-
FBgn0034736	2R	18057700	18059555	+
FBgn0034737	2R	18069942	18070435	+
FBgn0034738	2R	18071089	18100550	-
FBgn0034739	2R	18102270	18103935	+
FBgn0034741	2R	18106937	18107938	+
FBgn0034742	2R	18108378	18113217	-
FBgn0034743	2R	18113703	18115583	+
FBgn0034744	2R	18116115	18117013	+
FBgn0034745	2R	18116915	18120958	-
FBgn0053143	2R	18121912	18141667	+
FBgn0034748	2R	18141601	18143512	-
FBgn0019949	2R	18143645	18145305	-
FBgn0026261	2R	18145354	18146450	+
FBgn0034750	2R	18146387	18147745	-
FBgn0034751	2R	18148103	18149000	-
FBgn0040091	2R	18149478	18151497	-
FBgn0034753	2R	18152520	18153928	-
FBgn0050195	2R	18154195	18154823	-
FBgn0050219	2R	18155160	18156035	-
FBgn0034755	2R	18156698	18157328	-
FBgn0034740	2R	18158156	18159911	+
FBgn0034756	2R	18160155	18162109	-
FBgn0050196	2R	18162382	18162956	-
FBgn0050217	2R	18163129	18164576	-
FBgn0034758	2R	18165487	18166795	+
FBgn0034759	2R	18167294	18167720	+
FBgn0034760	2R	18168089	18168969	+
FBgn0034761	2R	18171270	18172086	+
FBgn0050273	2R	18174753	18175522	+
FBgn0050269	2R	18175524	18176395	+
FBgn0040658	2R	18177182	18177847	+
FBgn0034763	2R	18178334	18180794	+
FBgn0020257	2R	18193107	18196555	-
FBgn0005631	2R	18200106	18208544	-
FBgn0050259	2R	18209026	18211980	-
FBgn0034766	2R	18210299	18210988	+
FBgn0034768	2R	18212292	18213150	+
FBgn0034769	2R	18213527	18214242	-
FBgn0034770	2R	18214530	18215296	+
FBgn0050275	2R	18215376	18220333	+
FBgn0050268	2R	18220358	18224829	+
FBgn0028371	2R	18224903	18244423	-
FBgn0034775	2R	18251012	18268186	-
FBgn0034774	2R	18262822	18263478	+
FBgn0050267	2R	18263747	18266579	+
FBgn0034776	2R	18271313	18272446	+
FBgn0034777	2R	18284139	18286575	-
FBgn0061435	2R	18291881	18292516	+
FBgn0011211	2R	18306636	18309768	+
FBgn0000405	2R	18311104	18314567	-
FBgn0034778	2R	18318974	18323585	+
FBgn0050271	2R	18326386	18329606	+
FBgn0050266	2R	18330728	18332508	+
FBgn0050274	2R	18332790	18334427	+
FBgn0050264	2R	18334846	18336445	+
FBgn0050272	2R	18337297	18339325	+
FBgn0050265	2R	18340056	18342188	+
FBgn0034782	2R	18342606	18344147	+
FBgn0034783	2R	18344963	18346897	+
FBgn0034784	2R	18348435	18350065	+
FBgn0034785	2R	18353718	18355443	+
FBgn0034786	2R	18355432	18361297	-
FBgn0010078	2R	18361978	18363296	+
FBgn0001263	2R	18363288	18366394	-
FBgn0034787	2R	18371618	18373823	-
FBgn0004896	2R	18374121	18378306	+
FBgn0034788	2R	18378892	18382033	+
FBgn0034789	2R	18382390	18389039	+
FBgn0034791	2R	18388929	18390287	-
FBgn0034792	2R	18390578	18393932	-
FBgn0034793	2R	18393998	18395182	+
FBgn0034794	2R	18395172	18396451	-
FBgn0034795	2R	18396614	18401749	+
FBgn0034796	2R	18402063	18403346	+
FBgn0034797	2R	18403773	18424324	+
FBgn0050187	2R	18424443	18426366	-
FBgn0010660	2R	18426536	18432332	-
FBgn0050193	2R	18432690	18437331	+
FBgn0050190	2R	18436332	18438879	+
FBgn0034800	2R	18439628	18441123	-
FBgn0034802	2R	18442173	18444530	-
FBgn0034803	2R	18444879	18446634	+
FBgn0034804	2R	18446585	18448544	-
FBgn0034805	2R	18454338	18455303	+
FBgn0052835	2R	18459331	18461400	-
FBgn0052834	2R	18490932	18491875	-
FBgn0052833	2R	18491866	18492914	-
FBgn0034807	2R	18493130	18493928	-
FBgn0034808	2R	18501263	18506483	-
FBgn0034809	2R	18516754	18517329	-
FBgn0034810	2R	18519719	18521601	-
FBgn0003900	2R	18553708	18555926	+
FBgn0050194	2R	18563096	18569154	+
FBgn0010622	2R	18569018	18570202	-
FBgn0034814	2R	18570345	18571864	-
FBgn0000487	2R	18572384	18574787	+
FBgn0021979	2R	18574802	18579481	+
FBgn0050201	2R	18579619	18579700	-
FBgn0050202	2R	18580181	18580262	+
FBgn0003062	2R	18580491	18582320	-
FBgn0065073	2R	18581429	18581568	-
FBgn0034816	2R	18582669	18584458	+
FBgn0034817	2R	18584284	18586628	-
FBgn0045483	2R	18588161	18589325	+
FBgn0045482	2R	18589803	18590966	+
FBgn0034819	2R	18593479	18593861	-
FBgn0034820	2R	18594862	18595765	+
FBgn0034821	2R	18597703	18601862	-
FBgn0034822	2R	18607704	18607973	-
FBgn0041235	2R	18610077	18611333	-
FBgn0041236	2R	18611541	18612769	-
FBgn0034824	2R	18631594	18633642	-
FBgn0034825	2R	18636203	18637789	-
FBgn0050192	2R	18646180	18646689	+
FBgn0034826	2R	18646676	18648184	-
FBgn0034827	2R	18649599	18652099	+
FBgn0034828	2R	18665313	18665713	-
FBgn0034829	2R	18666506	18669630	+
FBgn0050188	2R	18672012	18680806	-
FBgn0034832	2R	18683747	18684265	-
FBgn0034833	2R	18692008	18692888	+
FBgn0034834	2R	18717725	18719139	-
FBgn0034835	2R	18740226	18741528	+
FBgn0040063	2R	18751633	18752886	-
FBgn0034837	2R	18754192	18755437	-
FBgn0034838	2R	18771869	18773134	-
FBgn0034839	2R	18778184	18778667	+
FBgn0003009	2R	18778855	18781875	-
FBgn0034840	2R	18790343	18791703	-
FBgn0034841	2R	18791904	18792422	+
FBgn0034842	2R	18816254	18817416	-
FBgn0050412	2R	18825787	18826948	-
FBgn0050416	2R	18829116	18831010	-
FBgn0034844	2R	18831259	18834348	+
FBgn0050417	2R	18834350	18835156	-
FBgn0050413	2R	18837257	18837625	-
FBgn0046253	2R	18851005	18855237	-
FBgn0034846	2R	18854235	18855377	+
FBgn0050409	2R	18862075	18862832	+
FBgn0050410	2R	18862829	18863798	+
FBgn0034849	2R	18863969	18865165	-
FBgn0034850	2R	18865279	18866145	+
FBgn0034851	2R	18866358	18867873	+
FBgn0003977	2R	18867863	18873854	-
FBgn0034853	2R	18874489	18879061	+
FBgn0034854	2R	18878951	18884612	-
FBgn0040660	2R	18885460	18891021	-
FBgn0041712	2R	18886133	18888038	+
FBgn0034856	2R	18888799	18890193	+
FBgn0050414	2R	18891243	18892926	-
FBgn0050415	2R	18893272	18894025	-
FBgn0034858	2R	18894126	18896656	+
FBgn0028497	2R	18896606	18904279	-
FBgn0034859	2R	18904366	18909909	-
FBgn0034860	2R	18919936	18927284	-
FBgn0050411	2R	18923545	18924838	+
FBgn0034861	2R	18929309	18930253	-
FBgn0026384	2R	18947468	18948665	-
FBgn0034862	2R	18963575	18966210	+
FBgn0034863	2R	18965663	18966359	-
FBgn0034864	2R	18973937	18974912	+
FBgn0034865	2R	18978002	18979310	-
FBgn0034866	2R	18979913	18981203	-
FBgn0034867	2R	18983413	18984009	-
FBgn0040663	2R	18988870	18990110	+
FBgn0040664	2R	18992623	18994912	+
FBgn0034868	2R	18997438	18998523	+
FBgn0034869	2R	19007332	19007919	+
FBgn0034870	2R	19010930	19011274	+
FBgn0034871	2R	19018886	19019824	-
FBgn0015372	2R	19027439	19031173	-
FBgn0034873	2R	19031458	19035865	+
FBgn0000241	2R	19035405	19046093	-
FBgn0050181	2R	19046231	19048373	-
FBgn0041233	2R	19048654	19049979	-
FBgn0041234	2R	19050110	19051485	+
FBgn0050185	2R	19051641	19052499	+
FBgn0034876	2R	19052419	19055567	-
FBgn0034877	2R	19055840	19056582	+
FBgn0034878	2R	19056565	19062318	-
FBgn0010501	2R	19058915	19061156	+
FBgn0034879	2R	19062618	19063801	-
FBgn0034880	2R	19064410	19067797	+
FBgn0015277	2R	19068094	19071647	+
FBgn0050184	2R	19071679	19072350	+
FBgn0015903	2R	19072497	19107300	+
FBgn0050182	2R	19107123	19108354	-
FBgn0034881	2R	19108514	19109373	-
FBgn0067903	2R	19108514	19109373	-
FBgn0034882	2R	19110185	19111241	+
FBgn0034883	2R	19111326	19112742	-
FBgn0034884	2R	19113358	19114234	-
FBgn0034885	2R	19115175	19122346	-
FBgn0004795	2R	19140212	19162420	+
FBgn0034886	2R	19165176	19188445	+
FBgn0034887	2R	19189224	19190552	+
FBgn0034888	2R	19190981	19192278	+
FBgn0011296	2R	19192251	19193140	-
FBgn0034889	2R	19194322	19195269	+
FBgn0020623	2R	19195758	19198194	+
FBgn0050183	2R	19198395	19204693	-
FBgn0016762	2R	19201598	19202838	+
FBgn0034893	2R	19205708	19206614	+
FBgn0034894	2R	19206546	19210001	-
FBgn0013548	2R	19210079	19213003	+
FBgn0011297	2R	19213037	19219188	-
FBgn0002174	2R	19214462	19216638	+
FBgn0034897	2R	19221521	19240786	+
FBgn0034898	2R	19226397	19227536	-
FBgn0000562	2R	19242505	19254425	-
FBgn0034899	2R	19255199	19257399	+
FBgn0034900	2R	19258285	19258901	+
FBgn0034901	2R	19259544	19260097	+
FBgn0034902	2R	19260364	19261011	+
FBgn0034903	2R	19261295	19305317	-
FBgn0034904	2R	19298318	19298792	-
FBgn0050177	2R	19309142	19309867	+
FBgn0034906	2R	19311915	19313849	-
FBgn0034907	2R	19312411	19313488	+
FBgn0010278	2R	19313961	19316595	-
FBgn0034908	2R	19316845	19318984	+
FBgn0028411	2R	19318921	19319573	-
FBgn0034909	2R	19319781	19325926	-
FBgn0034910	2R	19330957	19332468	-
FBgn0034911	2R	19337596	19344940	+
FBgn0065068	2R	19347539	19347602	-
FBgn0003401	2R	19349057	19350879	-
FBgn0034913	2R	19351081	19352325	-
FBgn0034914	2R	19352492	19354624	+
FBgn0021895	2R	19354770	19358696	-
FBgn0034915	2R	19356846	19357899	-
FBgn0024234	2R	19359183	19360849	+
FBgn0004581	2R	19360878	19366391	-
FBgn0034918	2R	19363549	19364534	-
FBgn0025790	2R	19366666	19370181	-
FBgn0025335	2R	19370559	19372994	-
FBgn0034919	2R	19373021	19374255	+
FBgn0025352	2R	19374201	19376216	-
FBgn0011236	2R	19377875	19385042	+
FBgn0020372	2R	19386059	19388460	+
FBgn0025336	2R	19388417	19390031	-
FBgn0025334	2R	19390785	19391912	-
FBgn0034920	2R	19394574	19396377	+
FBgn0034921	2R	19396542	19397865	-
FBgn0034922	2R	19398138	19400777	+
FBgn0034923	2R	19400776	19402587	-
FBgn0034924	2R	19402678	19404603	+
FBgn0034925	2R	19404490	19405834	-
FBgn0034926	2R	19406179	19411264	+
FBgn0034928	2R	19411577	19412693	+
FBgn0015268	2R	19412773	19414914	-
FBgn0025698	2R	19415728	19432696	+
FBgn0034931	2R	19432839	19434510	+
FBgn0004551	2R	19434556	19443485	-
FBgn0034933	2R	19444986	19447351	-
FBgn0023477	2R	19448013	19449714	+
FBgn0001123	2R	19450141	19454539	+
FBgn0034935	2R	19454559	19456214	-
FBgn0034936	2R	19456801	19460061	+
FBgn0034937	2R	19458106	19459699	+
FBgn0034938	2R	19460117	19461615	-
FBgn0034939	2R	19461693	19464007	+
FBgn0034940	2R	19463935	19465003	-
FBgn0029105	2R	19465707	19469225	+
FBgn0034942	2R	19469255	19470111	-
FBgn0034943	2R	19470575	19472252	+
FBgn0020764	2R	19472301	19474348	+
FBgn0003008	2R	19475544	19476544	+
FBgn0034945	2R	19476661	19477669	-
FBgn0034946	2R	19477907	19479833	+
FBgn0002791	2R	19480033	19483012	+
FBgn0034948	2R	19483201	19484878	-
FBgn0005612	2R	19486821	19492777	+
FBgn0019948	2R	19492827	19496067	-
FBgn0050178	2R	19494274	19494883	+
FBgn0034950	2R	19496317	19499650	+
FBgn0034951	2R	19499738	19502650	-
FBgn0053519	2R	19503143	19520272	-
FBgn0034956	2R	19522510	19524796	-
FBgn0034957	2R	19525021	19527495	+
FBgn0034958	2R	19527498	19529856	-
FBgn0034959	2R	19529973	19531584	+
FBgn0022708	2R	19531798	19533477	+
FBgn0011695	2R	19534133	19535117	+
FBgn0061198	2R	19535615	19536334	-
FBgn0034961	2R	19536921	19538155	+
FBgn0050172	2R	19538242	19538801	-
FBgn0013764	2R	19539139	19541536	-
FBgn0034962	2R	19541809	19544308	+
FBgn0034963	2R	19544383	19545278	-
FBgn0034964	2R	19545584	19552038	+
FBgn0011726	2R	19552048	19554436	-
FBgn0028552	2R	19554745	19556489	-
FBgn0003353	2R	19556805	19560639	+
FBgn0034965	2R	19560629	19561577	-
FBgn0034966	2R	19563266	19565083	+
FBgn0034967	2R	19565424	19567079	+
FBgn0034968	2R	19568000	19569116	+
FBgn0023170	2R	19569450	19570029	-
FBgn0025806	2R	19570653	19573005	+
FBgn0034970	2R	19573580	19576085	-
FBgn0034971	2R	19576510	19581074	+
FBgn0011643	2R	19582613	19583293	+
FBgn0050174	2R	19583781	19584554	+
FBgn0050179	2R	19584658	19585308	+
FBgn0034972	2R	19585934	19588076	-
FBgn0034973	2R	19588525	19588992	+
FBgn0034974	2R	19589332	19593760	+
FBgn0027522	2R	19594206	19599619	+
FBgn0023081	2R	19599677	19606234	-
FBgn0034975	2R	19607481	19614634	+
FBgn0034976	2R	19615506	19621870	-
FBgn0041706	2R	19622267	19623964	+
FBgn0034978	2R	19624389	19630869	+
FBgn0034979	2R	19630767	19634230	-
FBgn0041582	2R	19634238	19641151	-
FBgn0021875	2R	19641605	19643005	+
FBgn0034982	2R	19642773	19645638	-
FBgn0019643	2R	19647185	19665362	+
FBgn0020129	2R	19665266	19666896	-
FBgn0015544	2R	19666965	19669098	+
FBgn0034985	2R	19670090	19681227	+
FBgn0034986	2R	19681261	19682037	-
FBgn0023184	2R	19682325	19693120	+
FBgn0026169	2R	19683828	19683967	+
FBgn0034987	2R	19695957	19702892	+
FBgn0034988	2R	19703142	19704629	+
FBgn0034989	2R	19705482	19709787	+
FBgn0034990	2R	19709861	19715803	-
FBgn0050419	2R	19722667	19737391	-
FBgn0050418	2R	19750863	19762693	+
FBgn0034994	2R	19756655	19758903	-
FBgn0034996	2R	19762989	19764760	+
FBgn0034997	2R	19765629	19772823	+
FBgn0034998	2R	19775280	19776558	-
FBgn0005636	2R	19783337	19798688	+
FBgn0034999	2R	19801698	19805723	+
FBgn0003888	2R	19813482	19820703	+
FBgn0005638	2R	19839122	19841906	-
FBgn0004101	2R	19851313	19884075	+
FBgn0053537	2R	19881663	19881736	+
FBgn0035000	2R	19885431	19886340	+
FBgn0000037	2R	19886236	19897312	-
FBgn0035001	2R	19899729	19910288	-
FBgn0002787	2R	19910571	19912127	+
FBgn0010414	2R	19912195	19918147	-
FBgn0035002	2R	19919491	19922897	+
FBgn0050165	2R	19923171	19926272	-
FBgn0050164	2R	19926561	19931423	-
FBgn0027659	2R	19931526	19932702	-
FBgn0050166	2R	19933223	19933573	-
FBgn0035003	2R	19937171	19938213	-
FBgn0035004	2R	19939454	19940296	-
FBgn0035005	2R	19953100	19954439	+
FBgn0035006	2R	19958682	19960637	-
FBgn0035007	2R	19980312	19981833	+
FBgn0035008	2R	19981899	19982781	+
FBgn0035009	2R	19983026	19983621	+
FBgn0035010	2R	19990647	19997245	+
FBgn0035011	2R	19999814	20000455	-
FBgn0035012	2R	20000856	20001548	-
FBgn0029501	2R	20002118	20004630	+
FBgn0015300	2R	20006840	20007831	-
FBgn0017556	2R	20008459	20009834	-
FBgn0035014	2R	20014475	20015313	+
FBgn0019886	2R	20017362	20022890	-
FBgn0035015	2R	20023325	20028747	+
FBgn0035016	2R	20031284	20033694	-
FBgn0050169	2R	20033837	20037146	+
FBgn0035019	2R	20037217	20038797	-
FBgn0035020	2R	20039199	20040989	+
FBgn0035021	2R	20040967	20063836	-
FBgn0035022	2R	20043788	20044396	+
FBgn0035023	2R	20047572	20065969	+
FBgn0016687	2R	20066564	20068687	-
FBgn0035024	2R	20069228	20072666	+
FBgn0035025	2R	20073159	20075661	+
FBgn0035026	2R	20075587	20079183	-
FBgn0035027	2R	20079269	20082104	+
FBgn0035028	2R	20082177	20085279	+
FBgn0053527	2R	20085174	20085734	-
FBgn0069913	2R	20085839	20087381	-
FBgn0020521	2R	20088872	20105473	+
FBgn0035031	2R	20105595	20106691	+
FBgn0035032	2R	20106685	20107421	-
FBgn0035033	2R	20107566	20109969	+
FBgn0035034	2R	20110072	20111088	+
FBgn0035035	2R	20111212	20112271	+
FBgn0035036	2R	20112194	20114618	-
FBgn0035037	2R	20114966	20116132	+
FBgn0035038	2R	20116577	20118101	+
FBgn0035040	2R	20118434	20121956	-
FBgn0035039	2R	20119305	20121507	+
FBgn0035041	2R	20123021	20146187	-
FBgn0015040	2R	20138675	20140532	+
FBgn0035042	2R	20147296	20148261	+
FBgn0035043	2R	20148283	20149837	-
FBgn0035044	2R	20169124	20170017	+
FBgn0050163	2R	20170451	20171006	-
FBgn0050161	2R	20171128	20171957	-
FBgn0035046	2R	20172025	20173040	+
FBgn0035048	2R	20173752	20175930	-
FBgn0053228	2R	20176073	20177142	-
FBgn0035047	2R	20176978	20179118	+
FBgn0035049	2R	20178894	20194974	-
FBgn0035050	2R	20199015	20201148	-
FBgn0053988	2R	20206545	20244253	-
FBgn0050421	2R	20251412	20264578	+
FBgn0035056	2R	20264980	20268066	+
FBgn0035057	2R	20268363	20270146	+
FBgn0040666	2R	20270210	20270572	-
FBgn0035059	2R	20270764	20274350	+
FBgn0027590	2R	20274316	20275752	-
FBgn0035060	2R	20275914	20282865	-
FBgn0050426	2R	20283136	20286153	-
