Field	Time	C7:X	C7:Y	C7:Z	CLAV:X	CLAV:Y	CLAV:Z	LANK:X	LANK:Y	LANK:Z	LBHD:X	LBHD:Y	LBHD:Z	LBWT:X	LBWT:Y	LBWT:Z	LELB:X	LELB:Y	LELB:Z	LFHD:X	LFHD:Y	LFHD:Z	LFIN:X	LFIN:Y	LFIN:Z	LFRM:X	LFRM:Y	LFRM:Z	LFWT:X	LFWT:Y	LFWT:Z	LHEE:X	LHEE:Y	LHEE:Z	LKNE:X	LKNE:Y	LKNE:Z	LMT5:X	LMT5:Y	LMT5:Z	LSHN:X	LSHN:Y	LSHN:Z	LSHO:X	LSHO:Y	LSHO:Z	LTHI:X	LTHI:Y	LTHI:Z	LTOE:X	LTOE:Y	LTOE:Z	LUPA:X	LUPA:Y	LUPA:Z	LWRA:X	LWRA:Y	LWRA:Z	LWRB:X	LWRB:Y	LWRB:Z	RANK:X	RANK:Y	RANK:Z	RBAC:X	RBAC:Y	RBAC:Z	RBHD:X	RBHD:Y	RBHD:Z	RBWT:X	RBWT:Y	RBWT:Z	RELB:X	RELB:Y	RELB:Z	RFHD:X	RFHD:Y	RFHD:Z	RFIN:X	RFIN:Y	RFIN:Z	RFRM:X	RFRM:Y	RFRM:Z	RFWT:X	RFWT:Y	RFWT:Z	RHEE:X	RHEE:Y	RHEE:Z	RKNE:X	RKNE:Y	RKNE:Z	RMT5:X	RMT5:Y	RMT5:Z	RSHN:X	RSHN:Y	RSHN:Z	RSHO:X	RSHO:Y	RSHO:Z	RTHI:X	RTHI:Y	RTHI:Z	RTOE:X	RTOE:Y	RTOE:Z	RUPA:X	RUPA:Y	RUPA:Z	RWRA:X	RWRA:Y	RWRA:Z	RWRB:X	RWRB:Y	RWRB:Z	STRN:X	STRN:Y	STRN:Z	T10:X	T10:Y	T10:Z
126	1.0417	-728.18	-202.63	1317.2	-599.91	-91.521	1206.2	-999.45	-313.22	117.87	-693.95	-50.094	1429.1	-907.23	-342.08	944.24	-826.89	-10.14	864.07	-573.3	22.36	1446.5	-554.58	99.841	861.21	-714.14	4.94	823.86	-828.63	-177.58	826.55	-1029.3	-414.36	72.107	-907.49	-179.05	424.06	-975.44	-230.28	22.967	-962.27	-209.22	309.75	-788.67	-30.42	1239.5	-886.09	-131.99	657.63	-888.86	-216.15	40.907	-860.09	-20.02	1057.2	-602.69	48.967	926.56	-633.97	54.86	802.19	-883.23	-631.55	424.5	-703.83	-326.82	1265.3	-635.36	-182.69	1431.7	-771.25	-458.82	903.07	-535	-516.36	1108.9	-487.24	-77.134	1447.9	-561.78	-522.26	789.71	-549.38	-532.05	925.17	-633.63	-345.72	772.21	-976.22	-629.99	483.43	-657.11	-382.55	412.02	-914.77	-724.19	320.06	-773.25	-522.86	428.48	-549.47	-257.4	1313.6	-615.95	-359.84	505.7	-940.08	-707.29	223.6	-508.22	-335.75	1270	-559.96	-451.19	868.58	-589.6	-579.2	861.13	-592.98	-116.83	1016.8	-783.56	-330.03	1175.8
127	1.0500	-705.39	-180.27	1314.6	-575.3	-71.414	1203.5	-998.32	-312.96	118.21	-671.5	-30.94	1427.3	-882.97	-324.05	942.42	-767.79	17.853	859.31	-550.77	41.687	1445.6	-498.6	129.48	896.05	-650.18	34.58	834.43	-809.73	-158.17	821.87	-1028.2	-414.79	73.321	-899.78	-173.51	419.38	-975.79	-230.97	22.88	-957.76	-205.92	307.06	-762.93	-7.0201	1236.5	-871.79	-119.69	651.83	-889.12	-216.32	40.907	-821.09	4.3334	1049.1	-553.2	74.967	951.61	-568.88	86.927	824.55	-824.21	-594.28	419.47	-682.33	-304.98	1264	-612.57	-163.37	1428.1	-744.82	-437.93	901.51	-517.49	-507.96	1128.9	-464.88	-57.2	1446.2	-552.24	-527.8	811.21	-536.9	-532.66	946.84	-609.62	-321.36	773.68	-921.27	-599.31	473.2	-606.85	-339.48	417.74	-841.37	-684.15	313.3	-717.17	-482.48	428.05	-527.2	-237.3	1312.3	-574	-321.54	513.5	-860.26	-666.73	215.72	-487.85	-316.68	1275	-544.88	-452.92	888.77	-579.98	-580.41	885.48	-569.4	-95.074	1013.7	-760.42	-307.93	1173.5
128	1.0583	-681.81	-157.47	1312.2	-549.56	-52	1201	-997.28	-312.44	118.65	-648.1	-12.567	1425.1	-859.13	-305.59	940.34	-709.72	46.714	859.65	-527.89	61.101	1445.2	-448.07	158.69	934.1	-588.82	64.134	849.77	-790.41	-139.1	817.36	-1027.5	-414.88	75.054	-892.15	-168.13	414.88	-976.13	-231.49	22.794	-952.99	-202.63	304.29	-735.2	16.9	1235.3	-859.39	-108.59	645.93	-889.47	-216.06	41.167	-780.44	32.067	1044.8	-507.61	100.88	979.43	-508.3	119.08	852.29	-765.53	-557.36	411.76	-661.01	-282.54	1263.4	-588.65	-144.39	1425.4	-719.08	-417.65	900.04	-499.64	-497.3	1150.9	-441.57	-37.874	1445.3	-540.2	-528.5	834.95	-523.56	-529.54	970.67	-585.26	-297.62	776.63	-866.24	-568.97	458.47	-556.92	-296.14	425.8	-767.79	-641.95	303.25	-661.79	-443.04	427.53	-504.84	-217.28	1312.1	-532.05	-283.75	523.9	-780.35	-621.58	205.58	-467.83	-297.27	1282.6	-530.06	-451.45	910.87	-568.45	-577.72	911.74	-544.88	-74.534	1011.1	-737.28	-285.48	1171.4
129	1.0667	-657.89	-135.03	1310.2	-522.6	-32.674	1199.2	-996.42	-311.66	119.43	-624.01	5.46	1423.3	-834.95	-286.35	938.17	-653.65	76.094	864.85	-504.06	79.994	1445.1	-403.26	187.11	973.27	-531.62	93.774	869.19	-770.56	-119.95	812.07	-1027.1	-414.88	77.567	-885.13	-162.85	410.46	-976.48	-231.75	22.62	-948.05	-199.08	301.86	-705.82	41.6	1235.6	-847.09	-97.934	639.61	-889.64	-215.89	41.167	-738.15	62.227	1044.3	-466.27	126.36	1008.7	-452.92	150.19	883.23	-707.21	-520.61	401.44	-639.69	-260	1263	-563.86	-125.67	1423.2	-694.12	-397.54	898.13	-482.65	-484.56	1174.4	-417.22	-18.98	1445	-525.72	-525.2	860.26	-507.7	-522.78	995.12	-560.39	-274.65	780.53	-811.21	-538.81	439.06	-508.13	-253.24	436.72	-695.51	-597.92	289.9	-607.37	-403.96	426.58	-482.65	-197.08	1313.3	-491.14	-246.83	536.9	-700.79	-572.44	192.83	-447.81	-276.38	1291.7	-513.59	-446.6	934.27	-555.19	-571.66	939.21	-518.79	-55.38	1009.2	-715.09	-263.04	1169.7
130	1.0750	-633.89	-112.84	1308.9	-494.52	-14.127	1197.5	-995.55	-310.79	120.64	-599.13	23.487	1422.5	-810.51	-265.9	935.83	-600.26	106.95	873.69	-479.1	98.368	1445.2	-363.74	215.11	1011.6	-479.36	123.93	891.2	-749.76	-100.53	806.61	-1026.7	-414.7	80.687	-878.2	-157.99	407.08	-976.74	-231.92	22.534	-943.29	-195.52	300.13	-674.71	66.387	1238.7	-833.13	-87.014	633.19	-889.81	-216.15	40.647	-694.81	93.601	1047.6	-428.14	151.67	1037.5	-402.74	180.53	915.12	-648.53	-483.26	387.4	-617.85	-236.86	1262.7	-538.03	-107.55	1421.3	-669.68	-377.09	896.23	-465.75	-469.04	1198.9	-391.74	0	1444.8	-509.69	-518.36	886.52	-491.49	-512.46	1020.7	-534.74	-252.12	783.47	-755.31	-507.96	415.31	-461.24	-211.47	450.32	-624.09	-551.29	273.87	-553.89	-365.22	425.1	-460.12	-176.11	1315.9	-451.97	-211.12	552.24	-622.27	-519.31	178.53	-427.44	-254.11	1301.1	-496.34	-437.76	958.54	-540.28	-561.95	966.6	-490.8	-37.527	1007.8	-693.51	-240.24	1168.4
131	1.0833	-609.27	-90.481	1308.2	-466.27	4.16	1196.2	-994.86	-309.66	122.89	-573.13	41.514	1422.6	-785.9	-244.84	933.84	-550.6	139.62	886.26	-453.53	116.83	1446	-327.78	241.98	1047.1	-431.95	155.48	913.65	-726.97	-80.601	801.41	-1026.3	-414.1	84.934	-870.83	-154.01	405.26	-976.83	-232.18	22.534	-937.91	-192.57	300.22	-642.03	90.827	1244.6	-817.45	-75.574	628.17	-890.16	-216.76	40.04	-651.83	124.89	1054.6	-392.17	176.28	1064.7	-357.07	210.26	945.97	-589.51	-444.26	370.16	-595.06	-212.77	1262.8	-511.68	-89.527	1420.6	-644.98	-356.2	894.67	-448.16	-450.32	1223.3	-365.74	18.373	1445.4	-492.53	-508.3	912.52	-476.5	-499.9	1047.7	-508.3	-229.67	786.51	-698.11	-475.54	388.1	-416.7	-171.95	466.1	-553.98	-501.46	254.98	-501.54	-326.82	423.02	-436.46	-154.7	1319.3	-414.79	-177.06	569.23	-545.92	-460.98	163.45	-406.21	-231.32	1310.3	-477.62	-425.54	982.29	-524.34	-548.6	993.3	-461.24	-21.06	1007.4	-671.15	-216.24	1167.7
132	1.0917	-583.62	-68.034	1308.8	-437.41	22.794	1196.7	-993.99	-308.02	126.53	-546.09	59.974	1423.1	-761.2	-222.48	932.37	-505.01	173.94	901.69	-427.18	134.85	1447.3	-293.89	267.11	1078.7	-388.1	187.11	935.92	-700.97	-59.974	797.08	-1025.5	-412.54	90.394	-862.51	-150.45	405.34	-976.91	-232.53	22.534	-932.11	-190.15	302.64	-607.63	115.09	1252.8	-799.42	-63.094	625.13	-890.42	-217.19	40.127	-610.4	156	1065.1	-357.24	200.12	1089.6	-314.86	239.29	973.71	-531.36	-403.7	350.83	-571.57	-188.15	1263.8	-485.16	-71.414	1420.6	-619.76	-334.54	894.32	-430.3	-429	1246.6	-338.96	36.227	1446.8	-473.81	-494.96	936.7	-457.26	-483.17	1072.1	-481.7	-207.48	791.62	-639.87	-440.27	357.85	-374.75	-135.46	482.48	-485.34	-448.16	234.52	-450.76	-288.43	419.9	-412.02	-133.21	1323	-379.26	-145.08	587.17	-471.99	-397.63	148.55	-383.94	-208.18	1319.1	-455.7	-411.41	1004.3	-507.44	-532.22	1018.6	-430.91	-4.0734	1008.1	-648.01	-191.1	1167.2
133	1.1000	-556.92	-45.674	1310.5	-407.42	41.167	1199.4	-992.52	-305.59	131.65	-518.36	78.174	1424	-736.24	-197.26	931.76	-464.02	209.13	917.98	-399.54	152.79	1449.1	-260.61	290.68	1105.1	-347.8	219.01	956.72	-671.59	-38.134	794.91	-1024.2	-409.68	97.761	-853.15	-146.9	407.77	-976.83	-232.88	22.794	-925.52	-187.29	307.06	-571.92	138.84	1262.7	-778.19	-49.574	623.23	-890.59	-217.36	40.387	-571.05	186.59	1078.5	-322.06	223.95	1111.5	-276.04	269.1	998.5	-473.9	-361.14	329.86	-547.74	-163.19	1265.8	-458.04	-53.127	1421.2	-595.15	-311.66	895.45	-412.36	-405.86	1268.2	-311.83	53.82	1449.3	-452.66	-478.49	958.54	-438.02	-464.62	1095.3	-454.92	-185.47	799.16	-581.71	-400.66	325	-334.71	-101.49	498.34	-418.17	-391.22	213.81	-401.36	-250.38	415.57	-386.36	-111.45	1327.4	-345.37	-115.09	605.29	-400.14	-330.29	135.81	-360.28	-184.69	1327.3	-432.12	-394.68	1024.8	-489.41	-512.46	1040.9	-400.32	12.913	1009.7	-624.61	-164.93	1167.9
134	1.1083	-528.93	-23.4	1313.7	-377.26	59.714	1202.9	-989.83	-301.78	138.49	-489.93	96.374	1425.8	-710.67	-170.3	931.33	-427.1	244.32	934.45	-371.37	171.17	1452.1	-226.55	313.65	1126.4	-310.7	251.42	975.01	-640.3	-15.6	794.48	-1022.1	-405	107.73	-842.06	-142.91	412.1	-976.13	-232.7	24.007	-916.94	-183.65	313.13	-535.95	160.59	1273.8	-754.7	-34.84	621.32	-890.77	-217.28	40.56	-533.61	216.24	1093.2	-286.26	247.87	1130.1	-239.46	298.74	1019.7	-417.56	-316.25	307.5	-522.78	-138.58	1269.1	-429.7	-34.667	1423.2	-570.96	-287.82	898.05	-393.9	-381.68	1286.9	-283.84	71.501	1452.9	-429.26	-458.9	977.09	-417.22	-443.74	1115.3	-427.27	-163.37	807.39	-524.42	-356.03	289.99	-296.58	-70.894	513.07	-353.17	-331.68	193.61	-353.78	-213.55	410.11	-359.76	-89.787	1332.3	-312.52	-87.794	623.23	-330.46	-260.7	126.27	-335.49	-161.29	1335.5	-407.51	-375.18	1043.6	-470.08	-490.1	1059.2	-369.81	29.38	1012.9	-601.3	-138.15	1169.7
135	1.1167	-499.81	-1.56	1318.2	-347.02	78.347	1207.2	-985.15	-295.36	147.68	-461.07	114.57	1428.5	-684.5	-142.39	930.89	-393.47	280.11	950.31	-342.86	189.54	1456.1	-189.97	336.1	1142.8	-276.21	284.18	990	-607.54	7.4534	795.09	-1018.2	-398.15	120.81	-828.37	-137.71	418.26	-974.83	-231.84	25.74	-905.85	-178.45	321.36	-499.98	180.44	1284.6	-729.22	-18.46	619.59	-890.59	-217.1	40.647	-498.08	245.1	1108.5	-249.52	270.92	1144.1	-204.1	327.34	1036.2	-363.57	-268.41	284.7	-496.95	-113.71	1273.3	-400.49	-16.553	1427.3	-546.52	-262.69	900.91	-375.53	-357.85	1302.1	-254.98	89.527	1457.8	-404.13	-436.2	991.3	-395.72	-421.2	1130.7	-398.58	-142.22	815.02	-468.35	-306.63	254.89	-260.09	-44.2	525.46	-290.86	-270.23	175.07	-308.45	-177.41	402.83	-332.37	-68.987	1338	-280.11	-63.874	639.95	-263.99	-190.58	119.69	-309.92	-138.75	1343.4	-381.16	-353.26	1059.3	-449.72	-465.75	1072.8	-339.65	46.54	1017.6	-577.29	-111.19	1173.1
136	1.1250	-470.52	20.02	1323.8	-316.25	96.547	1212.8	-977.17	-286.18	159.38	-431.69	132.6	1432.6	-657.55	-112.58	930.89	-362.88	316.08	965.13	-313.56	207.48	1460.6	-151.06	357.5	1153.7	-243.88	316.68	1000.9	-573.56	31.807	795.52	-1011.3	-388.88	137.19	-810.77	-130.35	426.23	-973.01	-230.88	28.34	-891.37	-170.73	331.5	-464.8	198.9	1294.5	-700.71	-0.95334	618.46	-890.16	-216.58	40.734	-465.49	272.92	1123.5	-211.47	292.94	1152.7	-169.95	355.34	1046.9	-312.09	-218.66	262.43	-470.52	-88.574	1277.7	-370.76	1.3	1433.2	-522.08	-236.86	905.07	-357.07	-335.4	1313.2	-225.51	108.33	1463.6	-377	-410.72	1000.7	-373.28	-397.8	1141.1	-369.2	-121.51	822.65	-414.18	-252.72	221.35	-224.82	-20.194	535.08	-232.36	-207.4	157.99	-265.2	-141.79	393.56	-304.55	-49.227	1343.5	-247.18	-43.16	653.99	-201.68	-120.99	115.53	-284.1	-117.69	1350.5	-353.17	-329.25	1071.2	-426.4	-438.88	1080.1	-309.49	64.914	1023	-552.85	-85.194	1177.8
137	1.1333	-441.31	41.427	1330.2	-285.05	114.92	1219.4	-964.95	-274.65	172.81	-401.53	151.06	1437.9	-629.99	-81.641	931.67	-335.58	351.26	978.65	-283.32	225.51	1465.8	-110.5	377.18	1157.4	-214.85	348.06	1007.3	-539.85	57.114	795.35	-999.71	-376.66	156.52	-789.11	-119.34	435.68	-970.59	-229.58	32.327	-872.65	-160.51	342.68	-431.43	216.58	1302.9	-668.64	17.853	618.11	-889.47	-216.06	41.167	-435.76	299.44	1137.2	-172.9	314.17	1155.3	-137.71	383.42	1051.5	-263.12	-168.13	240.85	-443.56	-64.307	1281.6	-340.43	19.327	1440.2	-498.08	-210.52	910.53	-338.44	-314.43	1319.3	-195.43	127.05	1470	-347.19	-382.9	1004.8	-349.36	-372.84	1145.8	-339.91	-100.45	830.27	-362.79	-196.3	189.97	-190.41	0.86667	541.5	-177.93	-143.95	142.57	-223.78	-107.12	382.55	-276.73	-31.114	1348.5	-214.33	-25.307	664.65	-144.91	-53.127	113.97	-258.36	-98.974	1356	-323.53	-303.51	1078.4	-400.32	-409.94	1080.7	-279.42	84.154	1029.5	-527.28	-58.847	1182.2
138	1.1417	-412.19	62.401	1336.5	-253.94	133.12	1226	-947.45	-260.78	186.59	-370.94	169.78	1444	-601.82	-50.787	933.41	-311.22	385.24	990.61	-252.55	243.54	1471.5	-69.074	395.2	1155.7	-189.19	379	1009.1	-506.22	83.201	795.09	-981.94	-362.1	178.36	-763.89	-104.87	445.9	-966.6	-227.85	38.74	-850.12	-147.85	354.21	-399.45	234.96	1310.3	-634.32	38.567	618.89	-888.69	-215.46	41.34	-407.51	325	1149.2	-134.68	334.36	1151.5	-108.16	411.32	1050.7	-217.1	-117.17	220.31	-416.52	-41.254	1285.1	-309.92	37.527	1446.9	-473.55	-183.56	915.73	-318.85	-294.41	1319.6	-165.01	145.25	1476.3	-314.86	-352.39	1003.5	-324.4	-347.02	1146.6	-310.96	-79.301	837.29	-314.43	-139.27	161.72	-157.21	18.72	544.01	-127.49	-81.727	128.96	-184.43	-73.147	370.33	-249.26	-14.387	1353.1	-182.35	-9.6201	671.24	-94.034	12.133	114.23	-232.44	-82.334	1359.6	-292.76	-276.38	1081	-371.63	-380.38	1075.6	-249.08	104	1035.6	-499.98	-31.807	1186
139	1.1500	-383.24	83.374	1342	-223.26	151.15	1232.7	-925.78	-245.01	200.46	-340.17	188.33	1450.5	-572.7	-20.02	936.18	-288.86	417.48	1001.1	-221.87	261.3	1477.7	-28.167	412.97	1140	-166.49	409.68	1007.3	-472.25	109.98	795.87	-958.89	-346.24	202.46	-735.81	-87.621	455.35	-959.84	-226.46	48.707	-824.12	-132.43	366	-368.16	255.32	1317.5	-598.53	60.581	620.02	-886.61	-214.76	41.687	-380.04	350.05	1160	-97.761	353.78	1140.5	-80.947	438.28	1043.9	-174.46	-66.994	201.68	-389.57	-19.5	1288.7	-280.11	56.074	1453.2	-448.85	-156.95	920.75	-298.4	-276.12	1314.6	-134.59	162.85	1482.4	-279.68	-319.37	997.46	-295.71	-320.93	1137.8	-281.41	-58.327	843.79	-269.71	-81.814	137.8	-125.58	34.494	542.62	-81.121	-22.447	116.91	-147.59	-40.3	356.64	-222.13	1.3867	1356.8	-151.23	4.42	674.19	-47.754	72.627	115.35	-206.62	-67.514	1361.5	-261.04	-248.22	1080.1	-341.04	-350.83	1065.7	-218.92	124.63	1041.9	-472.68	-6.0667	1190.6
140	1.1583	-354.64	104.26	1346.8	-193.27	169.61	1240	-901.77	-228.72	215.54	-309.66	206.88	1457.1	-542.71	10.4	939.13	-267.98	447.98	1010.5	-190.67	278.9	1484.1	9.1001	430.22	1117	-146.47	438.71	1003.1	-438.02	136.76	798.73	-932.45	-329.08	228.37	-704.43	-66.907	462.72	-949.18	-225.16	63.614	-795	-114.23	376.92	-336.96	277.25	1323.9	-561.52	83.721	620.71	-882.1	-213.64	44.114	-352.48	374.49	1170.4	-62.834	373.02	1122.8	-56.594	464.54	1031.6	-135.81	-18.633	185.29	-362.88	0.52	1291.9	-250.47	74.187	1459.3	-424.15	-130.61	925.95	-277.6	-259.31	1304.7	-104	180.09	1488.3	-241.89	-284.7	987.32	-266.59	-294.15	1126	-251.34	-37.787	849.43	-229.76	-24.7	118.47	-95.594	48.447	537.68	-39.26	31.894	106.34	-113.45	-8.5801	342.34	-195.95	16.64	1359.5	-120.9	17.68	673.67	-4.5934	126.27	116.74	-181.05	-54.254	1362.1	-228.2	-219.1	1075.2	-308.1	-320.5	1050.2	-188.76	145.17	1050.2	-445.9	18.287	1195.1
141	1.1667	-326.48	124.89	1351.3	-163.89	188.33	1247.3	-875.69	-212.16	233.31	-278.9	224.99	1463.2	-512.55	40.56	941.9	-248.39	476.84	1018.9	-159.38	296.66	1490.3	42.554	447.81	1084.9	-128.79	465.32	995.64	-403.87	163.37	803.06	-904.72	-310.27	255.93	-669.33	-42.554	467.05	-932.89	-223.69	83.114	-762.85	-93.167	386.19	-305.42	299.61	1329.7	-523.73	108.59	620.8	-874.91	-212.68	48.014	-325	398.76	1180.5	-30.854	392.6	1099.1	-35.707	489.76	1014.3	-102.18	26.607	171.34	-336.62	20.194	1294	-220.57	91.867	1464.9	-398.67	-104.35	930.37	-255.32	-243.02	1290	-73.407	197.69	1494.1	-202.72	-248.82	974.31	-236	-266.42	1110.5	-221.09	-18.113	853.93	-195.43	30.16	104	-67.774	60.927	530.06	-1.2133	82.247	96.634	-82.941	21.234	328.64	-170.65	30.94	1361.3	-91.434	30.247	670.37	35.014	171.77	117.95	-156	-41.687	1360.6	-194.57	-188.59	1066.5	-272.22	-288.78	1031	-158.34	165.71	1058.9	-418.95	42.554	1198.7
142	1.1750	-298.31	145.34	1355.5	-134.68	207.48	1253.8	-846.91	-195	252.9	-248.22	242.58	1468.4	-481.87	69.941	944.76	-228.54	503.8	1025.8	-128.35	314.6	1495.6	70.721	466.88	1045.4	-113.62	490.54	985.84	-369.72	189.19	807.13	-878.03	-288.52	285.22	-630.94	-15.427	468.35	-910.61	-221.44	105.65	-728.18	-68.814	394.08	-273.87	321.8	1334.9	-485.51	135.37	620.63	-842.23	-219.62	63.527	-297.79	422.85	1189.8	-3.0334	412.54	1070.3	-18.287	513.76	992.17	-73.754	67.861	160.51	-310.44	39.434	1295.5	-190.15	109.46	1470	-372.58	-78.087	933.93	-231.58	-226.29	1271.2	-43.074	215.11	1499.8	-162.85	-211.21	958.54	-203.15	-237.64	1092.4	-190.67	1.56	857.14	-166.83	81.121	94.467	-41.687	72.541	520.96	28.08	118.39	89.961	-56.767	49.314	316.25	-145.25	45.154	1362.3	-62.747	41.687	665.35	69.941	209.48	117.87	-131.39	-29.554	1357.8	-159.55	-156.95	1055.3	-233.31	-256.1	1009.6	-129.05	187.29	1065.7	-392.08	66.387	1202.1
143	1.1833	-270.23	165.88	1359.1	-105.73	226.03	1258.8	-814.59	-176.71	273.44	-217.8	259.92	1473.1	-450.76	98.541	946.58	-208.52	528.15	1031.4	-98.021	332.02	1500.2	91.867	486.72	1000.7	-101.23	515.32	974.92	-335.32	214.24	810.08	-850.9	-264.08	314.95	-589.77	14.993	466.96	-873.52	-214.68	129.39	-690.48	-40.647	399.62	-241.98	343.29	1339.4	-446.94	162.85	619.85	-802.71	-228.11	86.841	-270.4	446.51	1198.1	19.76	432.99	1037.9	-4.94	537.16	967.21	-51.047	103.65	152.36	-284.53	58.154	1296.1	-159.55	127.23	1475	-345.54	-51.567	936.87	-206.44	-208.26	1249	-12.74	231.92	1504.7	-122.37	-171.08	940.95	-168.31	-208.18	1072.2	-160.51	22.36	859.74	-144.21	126.27	89.181	-17.333	84.414	512.2	51.914	153.92	81.901	-34.754	74.967	306.02	-119.95	59.454	1362.2	-34.06	52.607	659.02	99.148	239.72	115.27	-107.12	-17.593	1353.6	-123.5	-124.54	1042.3	-193.18	-221.96	986.71	-100.62	209.56	1071.1	-365.13	90.047	1205.3
144	1.1917	-242.06	186.07	1362.3	-77.134	243.88	1262.9	-777.93	-156.95	294.41	-187.46	277.08	1477.2	-419.9	125.93	947.19	-188.76	550.86	1035.8	-68.034	349.18	1504.3	106.6	505.88	952.73	-91.087	539.07	963.57	-301.26	239.2	812.25	-817.62	-238.42	345.02	-545.48	48.274	462.63	-836.34	-207.4	154.79	-649.49	-9.7934	402.05	-209.91	363.92	1343.5	-407.94	190.49	618.11	-767.87	-226.55	114.92	-242.41	469.39	1205.8	37.267	452.66	1002.7	3.4667	560.65	942.25	-34.494	133.21	146.47	-258.7	77.221	1296	-129.57	144.47	1479.2	-318.16	-25.307	939.13	-179.4	-188.67	1224.1	16.9	249.08	1508.8	-80.687	-130.52	922.66	-132.25	-177.15	1050.8	-130.78	43.334	861.99	-127.49	164.23	86.841	5.46	97.067	504.06	69.681	183.13	73.494	-17.333	97.674	298.4	-95.421	73.407	1361	-6.3267	63.441	651.57	122.89	263.04	109.2	-82.854	-5.8934	1347.1	-86.841	-91.434	1027.9	-152.27	-185.55	963.22	-72.021	232.18	1075.6	-337.48	113.62	1207.9
145	1.2000	-213.81	205.4	1364.7	-48.534	261.65	1266.5	-737.89	-135.2	315.3	-157.73	294.15	1480.1	-389.48	152.88	946.58	-169	572.7	1039.4	-38.134	366.26	1507.1	106.86	526.24	904.63	-83.547	562.38	952.04	-267.46	264.34	813.55	-776.37	-211.73	375.44	-498.94	82.334	456.39	-800.46	-197.26	183.3	-605.2	21.234	401.53	-178.01	383.85	1347	-368.42	218.49	616.21	-733.9	-223.08	143.43	-213.64	491.06	1212.4	48.014	471.73	965.73	7.5401	584.57	918.24	-22.967	157.13	141.79	-232.7	96.547	1295.6	-99.841	161.63	1482.2	-290.6	-0.52	940.6	-150.54	-167.44	1196.9	46.627	266.42	1512	-37.874	-90.047	904.2	-94.727	-144.3	1028.3	-100.88	64.827	863.81	-115.44	195.43	86.667	26.607	109.98	496.78	81.381	204.02	64.394	-4.3334	117.09	292.68	-70.981	87.534	1358.5	20.194	74.187	643.85	141.09	279.07	99.668	-58.674	5.5467	1338.4	-48.707	-57.46	1012.3	-110.24	-147.59	939.99	-43.247	254.63	1079.3	-309.84	136.93	1209.7
146	1.2083	-185.38	224.12	1366.4	-20.02	279.24	1269.2	-695.25	-110.76	336.27	-128.35	311.14	1482.3	-359.24	179.66	944.93	-148.46	593.59	1042	-8.4067	383.16	1509	103.22	546.61	858.01	-77.827	585.61	941.81	-232.88	289.56	814.24	-728.7	-184.25	404.56	-451.19	116.65	449.98	-766.31	-181.83	213.55	-558.22	52.78	400.92	-146.9	403.09	1349.5	-328.47	246.74	613.61	-701.49	-207.4	170.3	-184.69	511.68	1217.8	53.387	491.14	927.95	8.4067	608.15	896.23	-14.733	175.93	137.37	-206.44	116.22	1294.6	-69.767	178.88	1484.2	-263.04	24.18	941.38	-119.69	-144.65	1168	76.527	283.66	1514.9	4.8534	-47.407	886.78	-55.9	-110.15	1004.6	-71.241	85.887	864.59	-106.69	219.79	86.407	44.98	123.24	490.19	88.054	218.32	54.254	5.3734	133.9	288.08	-46.28	101.83	1354.6	44.894	85.887	636.49	154.18	289.21	87.187	-34.407	17.507	1327.7	-9.0134	-22.62	996.85	-67.861	-107.38	916.16	-14.82	276.47	1081.9	-282.8	160.07	1210.5
147	1.2167	-156.95	242.67	1367.3	8.4067	296.66	1271.3	-649.75	-82.854	358.28	-99.061	328.21	1484.2	-328.9	206.53	942.33	-127.83	612.74	1043.6	20.454	400.4	1510.7	87.621	567.41	818.4	-73.234	607.8	933.84	-198.21	314.69	814.41	-676.96	-155.57	431	-402.74	151.23	444.43	-731.04	-160.51	244.23	-510.21	84.674	403.44	-116.22	422.07	1351.4	-288.34	275.26	610.31	-667.43	-178.45	195	-155.48	531.79	1221.8	48.274	509.69	893.54	6.9334	630.51	876.81	-8.3201	189.37	132.86	-179.66	135.55	1292.3	-39.78	195.95	1486.2	-235.91	49.574	941.38	-86.407	-120.64	1138.2	106.25	301.6	1517	48.534	-2.1667	870.83	-15.773	-74.101	980.9	-42.207	105.56	863.64	-100.1	236.17	85.367	61.274	137.54	483.52	92.561	227.5	43.507	14.213	147.59	284.01	-20.8	116.39	1349.6	66.647	100.01	629.29	162.59	295.8	72.454	-9.6201	30.16	1314.2	31.374	13.26	982.03	-25.22	-63.874	892.24	13.347	297.88	1083.6	-255.58	183.13	1210.1
